title,pubDate,guid,link,description
Xenotransplantation: Are pigs the future of organ transplants?,"Sun, 13 Mar 2022 00:34:47 GMT",https://www.bbc.co.uk/news/health-60708120,https://www.bbc.co.uk/news/health-60708120?at_medium=RSS&at_campaign=KARANGA,"After a series of medical breakthroughs, will these animals solve the global shortage of organs?"
Bafta Awards 2022: Stars prepare to return to in-person ceremony,"Sun, 13 Mar 2022 00:54:17 GMT",https://www.bbc.co.uk/news/entertainment-arts-60675263,https://www.bbc.co.uk/news/entertainment-arts-60675263?at_medium=RSS&at_campaign=KARANGA,Australian star Rebel Wilson will host the full-capacity ceremony at London's Royal Albert Hall.
"'Without TikTok, I'd still be a wedding singer'","Sun, 13 Mar 2022 00:54:43 GMT",https://www.bbc.co.uk/news/technology-60706269,https://www.bbc.co.uk/news/technology-60706269?at_medium=RSS&at_campaign=KARANGA,The video-sharing platform's new SoundOn service will let people distribute their own music.
PGI status: Could Welsh leeks become the new Cornish pasty?,"Sat, 12 Mar 2022 21:53:54 GMT",https://www.bbc.co.uk/news/uk-wales-60523966,https://www.bbc.co.uk/news/uk-wales-60523966?at_medium=RSS&at_campaign=KARANGA,The humble vegetable could be about to join the likes of Cheddar Cheese and Cornish Pasties.
Isak Munda: The Orissa labourer who became a YouTube star,"Sun, 13 Mar 2022 00:59:28 GMT",https://www.bbc.co.uk/news/world-asia-india-60590121,https://www.bbc.co.uk/news/world-asia-india-60590121?at_medium=RSS&at_campaign=KARANGA,Isak Munda says the platform has changed his life since he started posting videos.
Ronaldo says there 'are no limits for Man Utd' - but has his hat-trick broken a world record?,"Sat, 12 Mar 2022 22:11:24 GMT",https://www.bbc.co.uk/sport/football/60723877,https://www.bbc.co.uk/sport/football/60723877?at_medium=RSS&at_campaign=KARANGA,"Cristiano Ronaldo says there ""are no limits"" for Manchester United after his hat-trick helps them beat Tottenham Hotspur."
Michael Conlan reveals he is OK after Leigh Wood retains world title with brutal knockout,"Sun, 13 Mar 2022 06:43:06 GMT",https://www.bbc.co.uk/sport/boxing/60724637,https://www.bbc.co.uk/sport/boxing/60724637?at_medium=RSS&at_campaign=KARANGA,Leigh Wood produces a brutal last-round knockout of Michael Conlan to retain his WBA featherweight title amid worrying scenes.
"West Indies draw a huge step forward, says England captain Root","Sat, 12 Mar 2022 23:56:16 GMT",https://www.bbc.co.uk/sport/cricket/60724786,https://www.bbc.co.uk/sport/cricket/60724786?at_medium=RSS&at_campaign=KARANGA,"England's draw against West Indies in the first Test is a ""huge step forward"" after a ""difficult year"", says captain Joe Root."
How England's 14 men whipped up Twickenham crowd with stirring display,"Sat, 12 Mar 2022 22:29:01 GMT",https://www.bbc.co.uk/sport/rugby-union/60722386,https://www.bbc.co.uk/sport/rugby-union/60722386?at_medium=RSS&at_campaign=KARANGA,England shred the script that came with Charlie Ewels' early red card with a performance of ferocious defence and unstinting belief.
'Salah must decide if he wants icon status - or money' - will Liverpool forward stay at Anfield?,"Sat, 12 Mar 2022 18:48:17 GMT",https://www.bbc.co.uk/sport/football/60722135,https://www.bbc.co.uk/sport/football/60722135?at_medium=RSS&at_campaign=KARANGA,Mohamed Salah scores as Liverpool beat Brighton at the end of a week in which speculation around his future at the club continued.
MOTD analysis: How 'sensational' Cristiano Ronaldo dominated Tottenham Hotspur,"Sun, 13 Mar 2022 00:15:19 GMT",https://www.bbc.co.uk/sport/av/football/60724399,https://www.bbc.co.uk/sport/av/football/60724399?at_medium=RSS&at_campaign=KARANGA,Match of the Day pundits Alan Shearer and Jermaine Jenas highlight the contribution of Cristiano Ronaldo after his hat-trick helped Manchester United beat Tottenham Hotspur 3-2 at Old Trafford.
Six Nations highlights: Ireland beat England to keep alive Six Nations hopes,"Sat, 12 Mar 2022 20:39:34 GMT",https://www.bbc.co.uk/sport/av/rugby-union/60722775,https://www.bbc.co.uk/sport/av/rugby-union/60722775?at_medium=RSS&at_campaign=KARANGA,Watch highlights as Ireland keep their hopes of a Six Nations title alive with a 32-15 victory over 14-man England at Twickenham.
Ukraine crisis: US warns China against helping Russia,"Mon, 14 Mar 2022 03:38:44 GMT",https://www.bbc.co.uk/news/world-asia-china-60732486,https://www.bbc.co.uk/news/world-asia-china-60732486?at_medium=RSS&at_campaign=KARANGA,US officials say Russia asked China for military support and help in evading sanctions.
Ukraine war: 21 children flown to UK for cancer treatment,"Mon, 14 Mar 2022 04:56:47 GMT",https://www.bbc.co.uk/news/uk-60731806,https://www.bbc.co.uk/news/uk-60731806?at_medium=RSS&at_campaign=KARANGA,The children and their immediate family members arrived on an urgent flight after a plea from Polish officials.
Bafta Film Awards: Benedict Cumberbatch's The Power of the Dog wins top prize,"Sun, 13 Mar 2022 21:04:30 GMT",https://www.bbc.co.uk/news/entertainment-arts-60675263,https://www.bbc.co.uk/news/entertainment-arts-60675263?at_medium=RSS&at_campaign=KARANGA,Benedict Cumberbatch wears a Ukraine badge to the ceremony and says he hopes to take in a refugee.
William Hurt: Oscar-winning actor and Marvel star dies at 71,"Mon, 14 Mar 2022 01:24:50 GMT",https://www.bbc.co.uk/news/entertainment-arts-60731686,https://www.bbc.co.uk/news/entertainment-arts-60731686?at_medium=RSS&at_campaign=KARANGA,His roles ranged from acclaimed 1980s dramas to playing General Thaddeus Ross in five Marvel films.
Tom Brady: NFL great makes retirement U-turn after just six weeks,"Mon, 14 Mar 2022 00:18:20 GMT",https://www.bbc.co.uk/sport/american-football/60731983,https://www.bbc.co.uk/sport/american-football/60731983?at_medium=RSS&at_campaign=KARANGA,"Tom Brady, one of the greatest players in the history of the NFL, is coming back for his 23rd season just a month after announcing his retirement."
Ukraine war: UK refugee scheme set to launch,"Mon, 14 Mar 2022 04:04:51 GMT",https://www.bbc.co.uk/news/uk-60731485,https://www.bbc.co.uk/news/uk-60731485?at_medium=RSS&at_campaign=KARANGA,"It is hoped tens of thousands of displaced people will benefit from the plan, the government says."
Brent Renaud: US journalist and filmmaker killed in Ukraine,"Sun, 13 Mar 2022 21:44:33 GMT",https://www.bbc.co.uk/news/world-europe-60729276,https://www.bbc.co.uk/news/world-europe-60729276?at_medium=RSS&at_campaign=KARANGA,It is the first reported death of a foreign journalist covering the war in Ukraine.
Hong Kong: Briton accused of jeopardising China's security,"Mon, 14 Mar 2022 05:45:06 GMT",https://www.bbc.co.uk/news/uk-60732949,https://www.bbc.co.uk/news/uk-60732949?at_medium=RSS&at_campaign=KARANGA,"Human rights activist is threatened with jail for ""collusion with foreign forces"" over Hong Kong campaign."
"No-one raised security concerns over Lord Lebedev with me, says Michael Gove","Sun, 13 Mar 2022 12:44:48 GMT",https://www.bbc.co.uk/news/uk-politics-60727297,https://www.bbc.co.uk/news/uk-politics-60727297?at_medium=RSS&at_campaign=KARANGA,"Minister says process to become peer is ""rigorous"" after questions about businessman's appointment."
Irbil attack: Iran launches missiles at northern Iraqi city,"Sun, 13 Mar 2022 14:59:14 GMT",https://www.bbc.co.uk/news/world-middle-east-60725959,https://www.bbc.co.uk/news/world-middle-east-60725959?at_medium=RSS&at_campaign=KARANGA,Iraqi officials reject Iran's claim that it hit an Israeli facility near the US consulate in Irbil.
Chelsea 1-0 Newcastle United: Kai Havertz's late goal gives hosts three points,"Sun, 13 Mar 2022 16:42:12 GMT",https://www.bbc.co.uk/sport/football/60635693,https://www.bbc.co.uk/sport/football/60635693?at_medium=RSS&at_campaign=KARANGA,Chelsea snatch a dramatic late winner to beat Newcastle in the first game at Stamford Bridge since Blues' Russian owner Roman Abramovich was sanctioned by the UK government.
Unions warn of job losses if rail firms close ticket offices,"Sun, 13 Mar 2022 22:22:35 GMT",https://www.bbc.co.uk/news/business-60729901,https://www.bbc.co.uk/news/business-60729901?at_medium=RSS&at_campaign=KARANGA,Train operators are talking to unions about how to address job changes in a bid to modernise the railways
Rod Stewart: Videos prompts pothole DIY repair warning,"Sun, 13 Mar 2022 13:16:18 GMT",https://www.bbc.co.uk/news/uk-england-essex-60727187,https://www.bbc.co.uk/news/uk-england-essex-60727187?at_medium=RSS&at_campaign=KARANGA,A council urges people not to attempt road repairs themselves after the singer was filmed doing it.
Zhytomyr: Aerial attacks hit city that is corridor to Kyiv,"Mon, 14 Mar 2022 00:39:01 GMT",https://www.bbc.co.uk/news/world-europe-60729216,https://www.bbc.co.uk/news/world-europe-60729216?at_medium=RSS&at_campaign=KARANGA,"Zhytomyr, in north-west Ukraine, is facing intense daily attacks. Why is it being bombed so heavily?"
Ukraine war: Zelensky visits wounded Ukrainian soldiers,"Sun, 13 Mar 2022 22:47:01 GMT",https://www.bbc.co.uk/news/world-60731908,https://www.bbc.co.uk/news/world-60731908?at_medium=RSS&at_campaign=KARANGA,Ukraine's president gives medals to injured troops and the hospital workers caring for them.
How to spot false posts from Ukraine,"Mon, 14 Mar 2022 00:48:17 GMT",https://www.bbc.co.uk/news/blogs-trending-60654288,https://www.bbc.co.uk/news/blogs-trending-60654288?at_medium=RSS&at_campaign=KARANGA,Ways to slow the spread of bad information and false posts from the war.
Ukraine war: Five times refugees were met with kindness,"Mon, 14 Mar 2022 00:01:03 GMT",https://www.bbc.co.uk/news/world-60730945,https://www.bbc.co.uk/news/world-60730945?at_medium=RSS&at_campaign=KARANGA,"From toys to flowers, refugees fleeing the war in Ukraine are warmly greeted by strangers in Europe."
Poland feels the strain of Ukraine's refugees,"Sun, 13 Mar 2022 20:16:17 GMT",https://www.bbc.co.uk/news/world-europe-60731369,https://www.bbc.co.uk/news/world-europe-60731369?at_medium=RSS&at_campaign=KARANGA,The eastern town of Zamosc has welcomed thousands of refugees but locals wonder how long they can cope.
War in Ukraine: What happened on day 18 of Russia's invasion,"Sun, 13 Mar 2022 20:26:55 GMT",https://www.bbc.co.uk/news/world-europe-60730367,https://www.bbc.co.uk/news/world-europe-60730367?at_medium=RSS&at_campaign=KARANGA,"A military base near the Polish border is attacked, and the UK announces a scheme to house refugees."
Why I want to share my home with a Ukrainian refugee,"Sun, 13 Mar 2022 13:41:18 GMT",https://www.bbc.co.uk/news/uk-60727293,https://www.bbc.co.uk/news/uk-60727293?at_medium=RSS&at_campaign=KARANGA,"John Rutherford has already hosted two refugees, and is open to offering a room to a Ukrainian."
War in Ukraine: Uni to uniform - Ukraine's new teenage army recruits,"Sat, 12 Mar 2022 23:57:22 GMT",https://www.bbc.co.uk/news/world-europe-60724560,https://www.bbc.co.uk/news/world-europe-60724560?at_medium=RSS&at_campaign=KARANGA,Young volunteers swap their studies for assault rifles as they prepare to defend Kyiv from Russian forces.
Newspaper headlines: 'War at Nato's door' as Putin has 'West in sights',"Mon, 14 Mar 2022 06:03:25 GMT",https://www.bbc.co.uk/news/blogs-the-papers-60731666,https://www.bbc.co.uk/news/blogs-the-papers-60731666?at_medium=RSS&at_campaign=KARANGA,"Russia's missile strike on a military base in the west of Ukraine carried a warning, Monday's papers suggest."
Baftas 2022: Seven highlights - from the jokes to the dresses,"Mon, 14 Mar 2022 01:50:38 GMT",https://www.bbc.co.uk/news/entertainment-arts-60730808,https://www.bbc.co.uk/news/entertainment-arts-60730808?at_medium=RSS&at_campaign=KARANGA,Rebel Wilson made an assured hosting debut while West Side Story stars showed solidarity with Ukraine.
The Syrian women replacing men as leaders,"Mon, 14 Mar 2022 00:07:00 GMT",https://www.bbc.co.uk/news/world-middle-east-60682214,https://www.bbc.co.uk/news/world-middle-east-60682214?at_medium=RSS&at_campaign=KARANGA,"Syrian refugees in Lebanon have elected women as leaders of some camps, breaking traditional social norms."
Brent Renaud: Friend of US journalist killed in Ukraine speaks to BBC,"Sun, 13 Mar 2022 19:58:08 GMT",https://www.bbc.co.uk/news/world-europe-60730773,https://www.bbc.co.uk/news/world-europe-60730773?at_medium=RSS&at_campaign=KARANGA,"Mea last spoke to Brent four days ago, and says he was excited to work on a documentary in Ukraine."
Northumberland farm welcomes five-legged lamb,"Sun, 13 Mar 2022 07:25:12 GMT",https://www.bbc.co.uk/news/uk-england-tyne-60715158,https://www.bbc.co.uk/news/uk-england-tyne-60715158?at_medium=RSS&at_campaign=KARANGA,It is the second time Whitehouse Farm in Northumberland has had a lamb with an extra limb.
Reproductive coercion: 'I wasn't allowed to take my pill',"Mon, 14 Mar 2022 01:15:17 GMT",https://www.bbc.co.uk/news/newsbeat-60646285,https://www.bbc.co.uk/news/newsbeat-60646285?at_medium=RSS&at_campaign=KARANGA,A BBC poll suggests 50% of UK women under 45 have experienced a form of reproductive coercion.
British food: How traditional firms are faring under pressure,"Sun, 13 Mar 2022 08:11:30 GMT",https://www.bbc.co.uk/news/uk-england-nottinghamshire-60304829,https://www.bbc.co.uk/news/uk-england-nottinghamshire-60304829?at_medium=RSS&at_campaign=KARANGA,Stilton and pork pie makers have survived for centuries - but what does the future hold?
'I thought I had Covid but it was terminal lung cancer',"Mon, 14 Mar 2022 06:04:45 GMT",https://www.bbc.co.uk/news/uk-wales-60696837,https://www.bbc.co.uk/news/uk-wales-60696837?at_medium=RSS&at_campaign=KARANGA,Doctors call for targeted lung cancer screening to catch cases early and reduce deaths by 20%.
The innovative surfing tech making waves,"Mon, 14 Mar 2022 00:18:49 GMT",https://www.bbc.co.uk/news/business-60689501,https://www.bbc.co.uk/news/business-60689501?at_medium=RSS&at_campaign=KARANGA,"The sport of surfing is modernising, using technology to offer bigger, better and safer thrills."
Deep listening: I realised we all share the same human feelings,"Mon, 14 Mar 2022 00:29:01 GMT",https://www.bbc.co.uk/news/world-60558016,https://www.bbc.co.uk/news/world-60558016?at_medium=RSS&at_campaign=KARANGA,Hawraa was part of a project which encouraged Lebanese citizens with conflicting views to listen to each other.
Rosacea: 'Your skin doesn't define you',"Mon, 14 Mar 2022 00:33:55 GMT",https://www.bbc.co.uk/news/uk-england-lincolnshire-60487031,https://www.bbc.co.uk/news/uk-england-lincolnshire-60487031?at_medium=RSS&at_campaign=KARANGA,People diagnosed with the skin condition rosacea talk about its impact on their mental health.
The Muslim women learning to ride a bike in their 40s,"Mon, 14 Mar 2022 06:50:21 GMT",https://www.bbc.co.uk/news/uk-scotland-glasgow-west-60710565,https://www.bbc.co.uk/news/uk-scotland-glasgow-west-60710565?at_medium=RSS&at_campaign=KARANGA,Hijabi riders is introducing cycling to Muslim women who never learned to ride a bike as a child.
'No doubt I'll stay until end of season' - Tuchel pledges future as Chelsea taking things 'day by day',"Sun, 13 Mar 2022 18:31:07 GMT",https://www.bbc.co.uk/sport/football/60730591,https://www.bbc.co.uk/sport/football/60730591?at_medium=RSS&at_campaign=KARANGA,"Chelsea boss Thomas Tuchel says he and his players should fight for everyone at the club after insisting he'll stay at least ""until the end of the season""."
'So emotional for me' - Ukraine's Yarmolenko scores as West Ham beat Aston Villa,"Sun, 13 Mar 2022 18:35:17 GMT",https://www.bbc.co.uk/sport/football/60635701,https://www.bbc.co.uk/sport/football/60635701?at_medium=RSS&at_campaign=KARANGA,Ukraine international Andriy Yarmolenko scores the opener against Aston Villa in his first West Ham appearance since the outbreak of war in his native country.
"Garth Crooks' Team of the Week: Ronaldo, Diaz, Eriksen, Yarmolenko, Rudiger","Sun, 13 Mar 2022 21:37:16 GMT",https://www.bbc.co.uk/sport/football/60730914,https://www.bbc.co.uk/sport/football/60730914?at_medium=RSS&at_campaign=KARANGA,Who got Garth into trouble at the petrol station? Which striker might be a good buy for Arsenal? Find out in Garth Crooks' latest Team of the Week.
Matt Dawson column: England’s Ireland loss is gold dust for World Cup,"Sun, 13 Mar 2022 17:48:54 GMT",https://www.bbc.co.uk/sport/rugby-union/60729793,https://www.bbc.co.uk/sport/rugby-union/60729793?at_medium=RSS&at_campaign=KARANGA,Ex-England scrum-half Matt Dawson explains why England's loss to Ireland is gold dust and how they might beat France on Saturday.
Women's World Cup: Watch bizarre Nat Sciver dismissal for England against South Africa,"Mon, 14 Mar 2022 02:26:57 GMT",https://www.bbc.co.uk/sport/av/cricket/60732595,https://www.bbc.co.uk/sport/av/cricket/60732595?at_medium=RSS&at_campaign=KARANGA,Watch Nat Sciver's bizarre dismissal as the England all-rounder manages to hit it to slip off the back of her bat leaving England 42-3.
MOTD2 analysis: Could Patrick Bamford be the difference for Leeds United?,"Mon, 14 Mar 2022 00:24:04 GMT",https://www.bbc.co.uk/sport/av/football/60732205,https://www.bbc.co.uk/sport/av/football/60732205?at_medium=RSS&at_campaign=KARANGA,Match of the Day 2 pundit and ex-England striker Ian Wright highlights the contribution that Patrick Bamford made for Leeds United in Sunday's 2-1 win over Norwich City.
Ukraine war: Editor interrupts Russian TV news show,"Mon, 14 Mar 2022 22:09:03 GMT",https://www.bbc.co.uk/news/world-europe-60744605,https://www.bbc.co.uk/news/world-europe-60744605?at_medium=RSS&at_campaign=KARANGA,The staffer held a sign reading 'no war' behind a newsreader on Russian state-controlled TV.
Homes for Ukraine refugee scheme launches in UK,"Tue, 15 Mar 2022 01:03:36 GMT",https://www.bbc.co.uk/news/uk-60741942,https://www.bbc.co.uk/news/uk-60741942?at_medium=RSS&at_campaign=KARANGA,Those wanting to host an individual or family from Ukraine can now register their interest online.
Ukraine war: West made 'terrible mistake' after Crimea - PM,"Tue, 15 Mar 2022 05:21:09 GMT",https://www.bbc.co.uk/news/uk-60745961,https://www.bbc.co.uk/news/uk-60745961?at_medium=RSS&at_campaign=KARANGA,"Boris Johnson says the West allowed President Putin to ""get away"" with annexing the peninsula in 2014."
Roman Abramovich: New evidence highlights corrupt deals,"Mon, 14 Mar 2022 17:01:57 GMT",https://www.bbc.co.uk/news/world-europe-60736185,https://www.bbc.co.uk/news/world-europe-60736185?at_medium=RSS&at_campaign=KARANGA,BBC Panorama uncovers new evidence on the corrupt deals that helped Chelsea's owner make his fortune.
NHS struggling with 'long tail' of pandemic mental ill health,"Tue, 15 Mar 2022 00:07:45 GMT",https://www.bbc.co.uk/news/health-60734769,https://www.bbc.co.uk/news/health-60734769?at_medium=RSS&at_campaign=KARANGA,There were 4.3 million NHS referrals for conditions such as anxiety and depression in 2021 across England.
Ukraine war: Pub dedicated to Hemingway destroyed in Kharkiv,"Mon, 14 Mar 2022 21:39:57 GMT",https://www.bbc.co.uk/news/world-europe-60742255,https://www.bbc.co.uk/news/world-europe-60742255?at_medium=RSS&at_campaign=KARANGA,The Old Hem pub in Kharkiv was a well-known hangout for young poets and musicians.
Scotland's decision day for easing final Covid rules,"Mon, 14 Mar 2022 22:53:25 GMT",https://www.bbc.co.uk/news/uk-scotland-60736253,https://www.bbc.co.uk/news/uk-scotland-60736253?at_medium=RSS&at_campaign=KARANGA,Nicola Sturgeon will announce whether the last measures will end as planned on Monday amid a new surge.
Russia-Ukraine war: British Fox News journalist injured,"Mon, 14 Mar 2022 22:31:52 GMT",https://www.bbc.co.uk/news/world-us-canada-60741229,https://www.bbc.co.uk/news/world-us-canada-60741229?at_medium=RSS&at_campaign=KARANGA,"Benjamin Hall, 39, was reportedly news gathering outside Kyiv at the time of Monday's incident."
Putin changes law on leased jets to keep them flying,"Mon, 14 Mar 2022 18:21:38 GMT",https://www.bbc.co.uk/news/business-60741161,https://www.bbc.co.uk/news/business-60741161?at_medium=RSS&at_campaign=KARANGA,The Russian president signs new law allowing foreign-leased jets to keep flying in Russia.
Ukraine: Eight arrests at oligarch's London mansion after balcony protest,"Mon, 14 Mar 2022 21:21:13 GMT",https://www.bbc.co.uk/news/uk-england-london-60736583,https://www.bbc.co.uk/news/uk-england-london-60736583?at_medium=RSS&at_campaign=KARANGA,"Protesters wanted the property, believed to be owned by Oleg Deripaska, to house Ukrainian refugees."
China: Businesses shut as officials widen Covid lockdowns,"Tue, 15 Mar 2022 04:49:41 GMT",https://www.bbc.co.uk/news/world-asia-china-60703301,https://www.bbc.co.uk/news/world-asia-china-60703301?at_medium=RSS&at_campaign=KARANGA,"Toyota, Volkswagen and Apple supplier Foxconn are among firms halting their operations."
Outdoor civil weddings and partnerships here to stay,"Tue, 15 Mar 2022 00:08:08 GMT",https://www.bbc.co.uk/news/uk-60745573,https://www.bbc.co.uk/news/uk-60745573?at_medium=RSS&at_campaign=KARANGA,Non-religious ceremonies in England and Wales were first allowed outside during the pandemic.
Cheltenham Festival 2022: What to watch out for at four-day meeting,"Mon, 14 Mar 2022 14:02:15 GMT",https://www.bbc.co.uk/sport/horse-racing/60678008,https://www.bbc.co.uk/sport/horse-racing/60678008?at_medium=RSS&at_campaign=KARANGA,What to watch out for as racing's four-day Cheltenham Festival starts on Tuesday with spectators back for the first time in two years.
Ukraine war: A baby born under bombardment in Bucha,"Tue, 15 Mar 2022 00:49:38 GMT",https://www.bbc.co.uk/news/world-europe-60739206,https://www.bbc.co.uk/news/world-europe-60739206?at_medium=RSS&at_campaign=KARANGA,"Unable to flee, Anna gave birth at home in Ukraine without medical assistance, electricity or running water."
"Ukraine war: Kyiv terrain will slow Russian troops, say Ukraine generals","Tue, 15 Mar 2022 00:52:17 GMT",https://www.bbc.co.uk/news/world-europe-60745493,https://www.bbc.co.uk/news/world-europe-60745493?at_medium=RSS&at_campaign=KARANGA,"Rivers and marshes help to protect the capital city, but it is still vulnerable to Russian missiles."
How to sponsor Ukrainian refugees and offer them a UK home,"Mon, 14 Mar 2022 17:55:20 GMT",https://www.bbc.co.uk/news/60735121,https://www.bbc.co.uk/news/60735121?at_medium=RSS&at_campaign=KARANGA,"The government has announced details of the ""Homes For Ukraine"" scheme"
War in Ukraine: What happened on day 19 of Russia's invasion,"Mon, 14 Mar 2022 22:51:09 GMT",https://www.bbc.co.uk/news/world-europe-60741338,https://www.bbc.co.uk/news/world-europe-60741338?at_medium=RSS&at_campaign=KARANGA,"Drone footage shows destruction of Mariupol, and protesters target an oligarch's London mansion."
Mass graves in Ukraine: Battered cities are digging makeshift burial sites,"Mon, 14 Mar 2022 12:25:35 GMT",https://www.bbc.co.uk/news/world-europe-60729206,https://www.bbc.co.uk/news/world-europe-60729206?at_medium=RSS&at_campaign=KARANGA,Street cleaners are collecting bodies as besieged locals resort to burying civilians in trenches.
WATCH: Residents rescued after Kyiv apartment block strike,"Mon, 14 Mar 2022 07:54:49 GMT",https://www.bbc.co.uk/news/world-europe-60733921,https://www.bbc.co.uk/news/world-europe-60733921?at_medium=RSS&at_campaign=KARANGA,At least one person was killed when the residential building in the Ukrainian capital was hit.
Ukraine war: Drone shots show Mariupol devastated by fighting,"Mon, 14 Mar 2022 13:34:51 GMT",https://www.bbc.co.uk/news/world-europe-60733927,https://www.bbc.co.uk/news/world-europe-60733927?at_medium=RSS&at_campaign=KARANGA,Thousands of civilians have been trapped in the Ukrainian port city for nearly two weeks
Newspaper headlines: 'Rush to take in Ukrainians' and 'you're Putin us up mate',"Mon, 14 Mar 2022 23:59:40 GMT",https://www.bbc.co.uk/news/blogs-the-papers-60745253,https://www.bbc.co.uk/news/blogs-the-papers-60745253?at_medium=RSS&at_campaign=KARANGA,"Most papers lead on a scheme for the public to host refugees, as protesters occupy an oligarch's mansion."
March 4 Justice: Has anything changed for Australian women?,"Tue, 15 Mar 2022 00:08:15 GMT",https://www.bbc.co.uk/news/world-australia-60732889,https://www.bbc.co.uk/news/world-australia-60732889?at_medium=RSS&at_campaign=KARANGA,"One year ago, rape and misconduct allegations in Canberra sparked massive protests nationwide."
Science and tech: The app founder inspiring kids,"Tue, 15 Mar 2022 00:05:54 GMT",https://www.bbc.co.uk/news/science-environment-60736708,https://www.bbc.co.uk/news/science-environment-60736708?at_medium=RSS&at_campaign=KARANGA,Pearce Jarrett is the founder of an award-winning app but didn't originally think it was a career for him.
How barista training opens doors for refugees,"Tue, 15 Mar 2022 00:02:43 GMT",https://www.bbc.co.uk/news/business-60683648,https://www.bbc.co.uk/news/business-60683648?at_medium=RSS&at_campaign=KARANGA,Pranav Chopra founded a social enterprise scheme that empowers refugees into work.
'Double tap' attacks in Yemen's civil war,"Tue, 15 Mar 2022 00:03:55 GMT",https://www.bbc.co.uk/news/world-middle-east-60742504,https://www.bbc.co.uk/news/world-middle-east-60742504?at_medium=RSS&at_campaign=KARANGA,The country has seen some of the worst violence of the conflict in the past 12 months.
Baftas 2022: Encanto director takes glasses campaigner to London ceremony,"Mon, 14 Mar 2022 16:27:33 GMT",https://www.bbc.co.uk/news/entertainment-arts-60740945,https://www.bbc.co.uk/news/entertainment-arts-60740945?at_medium=RSS&at_campaign=KARANGA,12-year-old Lowri was invited to the Baftas after asking Disney to portray more characters in glasses.
Hamilton to change name to include mother's surname,"Mon, 14 Mar 2022 15:44:43 GMT",https://www.bbc.co.uk/sport/formula1/60738120,https://www.bbc.co.uk/sport/formula1/60738120?at_medium=RSS&at_campaign=KARANGA,Seven-time world champion Lewis Hamilton says he will change his name to incorporate his mother's surname.
"Inflation: Sports bras in, doughnuts out of cost of living measure","Mon, 14 Mar 2022 14:57:40 GMT",https://www.bbc.co.uk/news/business-60734386,https://www.bbc.co.uk/news/business-60734386?at_medium=RSS&at_campaign=KARANGA,Pet collars and frozen Yorkshire puddings are other goods now used to measure changes in the cost of living.
Northern Lights: Powerful aurora borealis display above Scotland,"Mon, 14 Mar 2022 11:30:04 GMT",https://www.bbc.co.uk/news/uk-scotland-highlands-islands-60736323,https://www.bbc.co.uk/news/uk-scotland-highlands-islands-60736323?at_medium=RSS&at_campaign=KARANGA,The Northern Lights display comes as the chances of seeing the space weather are increased.
Ukraine war: Silent streets in wiped out Donetsk town,"Mon, 14 Mar 2022 14:10:08 GMT",https://www.bbc.co.uk/news/world-europe-60739681,https://www.bbc.co.uk/news/world-europe-60739681?at_medium=RSS&at_campaign=KARANGA,"Volnovakha, a town in Donetsk region, eastern Ukraine, has been decimated by fighting."
Behind the scenes on the nearly-ready Crossrail project,"Mon, 14 Mar 2022 06:18:45 GMT",https://www.bbc.co.uk/news/uk-england-london-60707959,https://www.bbc.co.uk/news/uk-england-london-60707959?at_medium=RSS&at_campaign=KARANGA,"The safety exercises on Crossrail are entering their final stages, meaning it could open in months."
The popular apps aiming to tame the chaos of family life,"Tue, 15 Mar 2022 00:22:57 GMT",https://www.bbc.co.uk/news/business-60213795,https://www.bbc.co.uk/news/business-60213795?at_medium=RSS&at_campaign=KARANGA,How tech is helping young families and couples regain their busy social lives after Covid.
Ukraine war: Fears Russian aggression could spill into Poland,"Tue, 15 Mar 2022 04:47:49 GMT",https://www.bbc.co.uk/news/world-europe-60746437,https://www.bbc.co.uk/news/world-europe-60746437?at_medium=RSS&at_campaign=KARANGA,The influx of refugees and Russian security threats leaves Poland feeling vulnerable.
Covid: Generation of musicians 'devastated' by restrictions,"Mon, 14 Mar 2022 22:57:12 GMT",https://www.bbc.co.uk/news/uk-wales-60662347,https://www.bbc.co.uk/news/uk-wales-60662347?at_medium=RSS&at_campaign=KARANGA,"Only Boys Aloud's founder says people lose the ""freedom to let rip and sing"" over Zoom."
War in Ukraine: Why Vladimir Putin couldn't have trained fighters in Africa,"Tue, 15 Mar 2022 00:40:37 GMT",https://www.bbc.co.uk/news/60705629,https://www.bbc.co.uk/news/60705629?at_medium=RSS&at_campaign=KARANGA,A misleading photo has been used by some to suggest the continent should support Russia in Ukraine.
Ukraine conflict: What military and economic support could China offer Russia?,"Mon, 14 Mar 2022 17:15:27 GMT",https://www.bbc.co.uk/news/60571253,https://www.bbc.co.uk/news/60571253?at_medium=RSS&at_campaign=KARANGA,The two have close economic and military ties - but could China come to Russia's aid?
Chelsea & Roman Abramovich: Is this a moment of reckoning for English football ownership?,"Mon, 14 Mar 2022 13:41:46 GMT",https://www.bbc.co.uk/sport/football/60734095,https://www.bbc.co.uk/sport/football/60734095?at_medium=RSS&at_campaign=KARANGA,"With the risk of clubs becoming involved in geopolitics now exposed, football authorities and the government face questions over ownership in English football this week."
